Profit,HitRate,Games,targetPos,startOffsetDays,referOffsetDays,excludingDays,excludingOffsetDays,isReverse
26650,39.08629441624365,394,6,3,20,50,2,False
26650,38.3248730964467,394,2,4,10,20,6,True
26650,38.3248730964467,394,2,4,40,20,5,True
26650,59.64467005076142,394,1,5,40,30,6,False
26650,72.08121827411168,394,1,5,50,20,2,False
26650,58.88324873096447,394,4,6,50,30,3,False
26650,41.878172588832484,394,3,7,30,50,6,False
26550,71.8274111675127,394,5,3,10,20,4,False
26550,38.07106598984771,394,5,4,50,20,3,True
26550,38.3248730964467,394,2,4,50,20,9,True
26550,22.33502538071066,394,2,6,30,10,10,True
26550,41.62436548223351,394,3,7,10,50,6,False
26500,58.88324873096447,394,4,2,40,30,5,False
26500,22.84263959390863,394,6,9,50,10,7,True
26450,22.33502538071066,394,4,3,10,10,9,True
26450,22.33502538071066,394,1,4,40,10,1,True
26400,39.340101522842644,394,2,2,20,50,9,False
26400,58.88324873096447,394,2,3,50,30,8,False
26400,59.64467005076142,394,1,5,40,30,9,False
26400,72.08121827411168,394,1,5,50,20,10,False
26400,49.49238578680203,394,3,9,20,30,1,True
26400,38.07106598984771,394,1,10,40,20,9,True
26350,21.82741116751269,394,0,3,40,10,6,True
26350,48.47715736040609,394,4,5,30,40,7,False
26350,48.47715736040609,394,4,5,30,40,10,False
26350,59.64467005076142,394,1,5,40,30,4,False
26350,48.47715736040609,394,4,7,50,40,1,False
26350,37.055837563451774,394,0,10,40,20,10,True
26350,22.081218274111674,394,5,10,50,10,4,True
26300,47.96954314720812,394,2,9,40,40,8,False
26250,71.06598984771574,394,6,1,20,20,2,False
26250,39.340101522842644,394,2,2,10,50,9,False
26250,51.52284263959391,394,6,6,10,30,0,True
26250,58.629441624365484,394,2,9,10,30,1,False
26250,21.82741116751269,394,0,9,40,10,6,True
26200,50.76142131979695,394,5,2,20,30,10,True
26200,22.33502538071066,394,1,2,50,10,5,True
26200,59.13705583756346,394,5,3,20,30,6,False
26200,58.121827411167516,394,6,3,30,30,5,False
26150,41.878172588832484,394,3,4,20,50,0,False
26150,59.89847715736041,394,1,5,30,30,10,False
26150,73.09644670050761,394,0,7,20,20,4,False
26150,50.50761421319797,394,3,7,30,40,9,False
26150,39.59390862944163,394,2,7,40,50,7,False
26100,70.81218274111674,394,6,1,30,20,10,False
26100,48.47715736040609,394,4,4,50,40,10,False
26100,38.3248730964467,394,2,5,20,20,5,True
26100,48.47715736040609,394,4,6,30,40,7,False
26100,42.13197969543147,394,3,9,50,50,4,False
26050,38.07106598984771,394,5,4,50,20,9,True
26050,39.59390862944163,394,2,6,50,50,3,False
26050,48.223350253807105,394,2,7,50,40,2,False
26050,59.13705583756346,394,2,9,40,30,2,False
26000,38.07106598984771,394,5,2,20,20,8,True
26000,58.88324873096447,394,2,6,50,30,8,False
26000,37.055837563451774,394,3,9,20,20,7,True
26000,39.08629441624365,394,6,10,20,50,0,False
25950,38.3248730964467,394,2,4,10,20,7,True
25950,59.64467005076142,394,1,5,40,30,10,False
25950,36.80203045685279,394,3,5,50,20,9,True
25950,38.83248730964467,394,6,6,10,20,8,True
25950,58.88324873096447,394,2,9,30,30,3,False
25850,51.776649746192895,394,6,5,10,30,7,True
25850,48.223350253807105,394,4,5,20,40,3,False
25850,58.88324873096447,394,4,6,40,30,7,False
25850,36.80203045685279,394,0,9,30,20,3,True
25850,22.33502538071066,394,1,10,20,10,6,True
25850,58.121827411167516,394,6,10,40,30,6,False
25800,58.121827411167516,394,6,1,50,30,5,False
25800,71.8274111675127,394,5,3,30,20,6,False
25800,36.80203045685279,394,0,4,40,20,3,True
25800,38.07106598984771,394,5,4,40,20,9,True
25800,38.07106598984771,394,2,6,20,20,2,True
25750,50.76142131979695,394,5,2,20,30,9,True
25750,22.33502538071066,394,1,2,50,10,6,True
25750,21.82741116751269,394,0,4,30,10,6,True
25750,59.64467005076142,394,1,5,50,30,7,False
25700,71.8274111675127,394,5,3,20,20,1,False
25700,51.776649746192895,394,6,5,10,30,8,True
25700,41.878172588832484,394,3,7,30,50,7,False
25700,72.08121827411168,394,1,8,10,20,1,False
25700,36.54822335025381,394,3,9,40,20,0,True
25700,47.71573604060914,394,6,10,20,40,0,False
25700,22.33502538071066,394,1,10,30,10,10,True
25650,58.629441624365484,394,4,4,50,30,10,False
25650,58.629441624365484,394,4,5,50,30,10,False
25650,41.878172588832484,394,3,9,50,50,5,False
25650,37.81725888324873,394,1,10,20,20,10,True
25600,50.50761421319797,394,5,2,10,30,7,True
25600,58.88324873096447,394,4,6,50,30,7,False
25550,58.88324873096447,394,2,3,50,30,5,False
25550,22.081218274111674,394,5,4,10,10,10,True
25550,59.89847715736041,394,1,6,20,30,3,False
25500,71.8274111675127,394,5,3,10,20,1,False
25500,38.3248730964467,394,2,4,40,20,9,True
25500,51.52284263959391,394,6,6,10,30,3,True
25500,39.340101522842644,394,2,7,40,50,3,False
25500,22.33502538071066,394,1,10,20,10,9,True
25450,21.82741116751269,394,0,3,50,10,6,True
25450,72.08121827411168,394,1,5,20,20,0,False
25450,40.10152284263959,394,4,6,30,50,7,False
25450,41.878172588832484,394,3,9,30,50,8,False
25450,47.96954314720812,394,6,10,50,40,1,False
25400,58.121827411167516,394,6,2,30,30,0,False
25400,38.07106598984771,394,2,5,10,20,4,True
25400,38.83248730964467,394,6,5,20,20,8,True
25400,47.71573604060914,394,6,8,30,40,1,False
25400,22.081218274111674,394,4,8,40,10,4,True
25350,59.89847715736041,394,1,6,10,30,5,False
25350,58.629441624365484,394,4,6,40,30,1,False
25350,50.50761421319797,394,3,7,40,40,9,False
25300,59.13705583756346,394,5,3,20,30,5,False
25300,47.71573604060914,394,6,3,30,40,5,False
25300,69.79695431472082,394,5,8,50,50,6,True
25300,50.0,394,1,10,20,30,9,True
25250,39.08629441624365,394,2,1,20,50,4,False
25250,38.3248730964467,394,2,4,20,20,8,True
25250,22.081218274111674,394,2,5,40,10,1,True
25250,38.07106598984771,394,2,6,10,20,2,True
25250,21.573604060913706,394,3,9,20,10,4,True
25250,36.54822335025381,394,3,9,30,20,3,True
25250,58.121827411167516,394,6,10,50,30,8,False
25200,58.121827411167516,394,6,1,20,30,2,False
25150,47.71573604060914,394,6,1,30,40,1,False
25150,47.71573604060914,394,6,3,30,40,1,False
25150,40.10152284263959,394,4,4,30,50,8,False
25150,22.081218274111674,394,2,4,40,10,2,True
25150,48.223350253807105,394,4,5,20,40,10,False
25150,71.8274111675127,394,1,5,40,20,4,False
25100,39.08629441624365,394,2,2,20,50,5,False
25100,87.56345177664974,394,5,3,10,10,6,False
25100,22.081218274111674,394,2,4,40,10,4,True
25050,41.62436548223351,394,3,1,20,50,9,False
25050,22.081218274111674,394,2,2,40,10,2,True
25050,47.71573604060914,394,6,3,10,40,3,False
25050,38.07106598984771,394,4,4,10,20,1,True
25050,39.59390862944163,394,2,6,50,50,1,False
25050,50.25380710659898,394,3,7,50,40,10,False
25050,47.71573604060914,394,6,8,30,40,0,False
25050,21.573604060913706,394,3,9,50,10,0,True
25050,58.121827411167516,394,6,10,50,30,5,False
25000,58.88324873096447,394,5,5,50,30,9,False
25000,47.71573604060914,394,2,9,20,40,8,False
25000,36.80203045685279,394,0,9,40,20,2,True
25000,22.081218274111674,394,5,10,30,10,0,True
24950,39.08629441624365,394,2,2,10,50,4,False
24950,71.8274111675127,394,5,3,10,20,5,False
24950,21.573604060913706,394,0,4,50,10,10,True
24950,22.081218274111674,394,4,8,20,10,3,True
24950,21.573604060913706,394,3,9,20,10,2,True
24950,36.80203045685279,394,0,9,50,20,7,True
24900,39.08629441624365,394,2,1,30,50,2,False
24900,70.81218274111674,394,6,1,40,20,2,False
24900,22.081218274111674,394,5,2,10,10,8,True
24900,47.71573604060914,394,2,9,20,40,2,False
24900,21.573604060913706,394,3,9,30,10,3,True
24850,22.081218274111674,394,1,2,50,10,3,True
24850,49.746192893401016,394,1,5,20,40,4,False
24850,39.08629441624365,394,6,8,10,50,2,False
24800,70.81218274111674,394,6,1,50,20,2,False
24800,57.868020304568525,394,6,3,30,30,7,False
24750,57.868020304568525,394,6,1,30,30,6,False
24750,60.659898477157356,394,5,2,10,40,9,True
24750,38.578680203045685,394,6,5,10,20,0,True
24750,58.37563451776649,394,4,6,20,30,7,False
24750,21.573604060913706,394,0,6,40,10,5,True
24750,73.09644670050761,394,0,7,10,20,6,False
24750,21.573604060913706,394,3,9,20,10,3,True
24750,22.081218274111674,394,5,10,20,10,0,True
24650,39.340101522842644,394,2,1,50,50,2,False
24650,47.46192893401015,394,6,3,30,40,10,False
24650,40.86294416243655,394,0,8,30,50,7,False
24650,39.08629441624365,394,6,10,10,50,3,False
24650,50.25380710659898,394,1,10,40,30,9,True
24600,22.081218274111674,394,5,2,10,10,7,True
24600,58.88324873096447,394,2,3,50,30,10,False
24550,47.96954314720812,394,2,1,50,40,2,False
24550,22.081218274111674,394,5,2,20,10,8,True
24550,37.81725888324873,394,5,4,40,20,7,True
24550,38.07106598984771,394,2,4,50,20,5,True
24550,48.223350253807105,394,4,5,50,40,8,False
24550,48.223350253807105,394,4,6,30,40,0,False
24550,49.49238578680203,394,1,6,40,40,1,False
24500,22.081218274111674,394,1,2,50,10,2,True
24500,69.79695431472082,394,5,7,50,50,10,True
24500,38.83248730964467,394,6,8,30,50,3,False
24450,58.88324873096447,394,2,3,50,30,6,False
24450,39.847715736040605,394,4,5,30,50,4,False
24450,59.64467005076142,394,1,6,30,30,4,False
24450,48.223350253807105,394,4,6,30,40,1,False
24450,58.88324873096447,394,2,6,50,30,3,False
24450,22.588832487309645,394,6,9,30,10,9,True
24450,41.878172588832484,394,3,9,50,50,3,False
24400,41.62436548223351,394,3,4,20,50,1,False
24400,21.573604060913706,394,0,4,40,10,7,True
24400,59.64467005076142,394,1,5,30,30,9,False
24400,38.3248730964467,394,2,6,20,20,9,True
24400,60.659898477157356,394,3,7,50,30,5,False
24350,39.08629441624365,394,2,2,30,50,9,False
24350,48.223350253807105,394,4,5,30,40,3,False
24350,59.390862944162436,394,1,5,40,30,7,False
24350,71.8274111675127,394,1,5,50,20,1,False
24350,58.629441624365484,394,4,6,40,30,3,False
24350,48.223350253807105,394,2,7,50,40,1,False
24300,21.573604060913706,394,0,3,20,10,6,True
24300,50.25380710659898,394,3,4,30,40,4,False
24300,39.340101522842644,394,2,6,50,50,4,False
24300,39.340101522842644,394,2,9,40,50,1,False
24250,21.573604060913706,394,0,3,30,10,7,True
24250,22.081218274111674,394,2,5,40,10,5,True
24250,36.80203045685279,394,3,9,20,20,6,True
24250,21.573604060913706,394,3,9,30,10,7,True
24200,22.081218274111674,394,4,4,30,10,10,True
24200,21.573604060913706,394,0,4,40,10,8,True
24200,21.31979695431472,394,3,9,40,10,2,True
24200,36.80203045685279,394,0,9,40,20,8,True
24200,41.878172588832484,394,3,9,40,50,7,False
24200,22.081218274111674,394,1,10,20,10,4,True
24150,39.340101522842644,394,2,1,40,50,10,False
24150,59.64467005076142,394,1,5,20,30,5,False
24100,22.081218274111674,394,5,2,30,10,9,True
24100,38.07106598984771,394,2,4,50,20,8,True
24100,38.83248730964467,394,6,8,20,50,1,False
24100,41.878172588832484,394,3,9,50,50,2,False
24050,47.46192893401015,394,6,1,20,40,4,False
24050,57.868020304568525,394,6,1,40,30,7,False
24050,22.081218274111674,394,4,4,10,10,9,True
24050,22.081218274111674,394,1,4,40,10,0,True
24050,37.81725888324873,394,2,4,40,20,3,True
24050,62.182741116751274,394,6,6,20,40,10,True
24050,58.629441624365484,394,2,6,40,30,10,False
24050,58.88324873096447,394,2,6,50,30,10,False
24000,51.52284263959391,394,6,6,10,30,4,True
24000,59.64467005076142,394,1,6,20,30,4,False
24000,38.83248730964467,394,6,6,50,20,10,True
24000,47.46192893401015,394,2,9,20,40,4,False
23950,70.81218274111674,394,6,1,50,20,3,False
23950,38.578680203045685,394,6,5,20,20,1,True
23950,51.52284263959391,394,6,6,10,30,5,True
23950,21.573604060913706,394,0,6,30,10,5,True
23950,59.390862944162436,394,1,6,40,30,4,False
23900,21.573604060913706,394,0,4,30,10,5,True
23900,37.81725888324873,394,5,4,30,20,3,True
23900,48.73096446700508,394,5,5,50,40,3,False
23850,47.96954314720812,394,2,1,50,40,3,False
23850,87.56345177664974,394,5,3,30,10,5,False
23850,49.49238578680203,394,0,4,50,30,2,True
23850,47.96954314720812,394,4,6,20,40,2,False
23850,47.71573604060914,394,2,9,30,40,3,False
23850,21.82741116751269,394,5,10,50,10,5,True
23850,58.121827411167516,394,6,10,50,30,9,False
23800,58.629441624365484,394,4,2,40,30,7,False
23800,48.223350253807105,394,4,4,50,40,2,False
23800,41.62436548223351,394,3,7,30,50,9,False
23800,21.573604060913706,394,3,9,10,10,10,True
23800,21.573604060913706,394,3,9,30,10,8,True
23750,36.80203045685279,394,3,5,30,20,9,True
23750,71.8274111675127,394,1,8,10,20,0,False
23750,21.82741116751269,394,5,10,30,10,5,True
23700,22.081218274111674,394,5,4,40,10,9,True
23700,57.868020304568525,394,6,4,40,30,0,False
23700,38.578680203045685,394,6,6,10,20,9,True
23700,58.37563451776649,394,4,6,30,30,0,False
23700,47.71573604060914,394,6,10,50,40,2,False
23650,70.55837563451777,394,6,3,30,20,10,False
23650,58.37563451776649,394,4,5,30,30,8,False
23600,39.59390862944163,394,2,1,50,50,10,False
23600,57.868020304568525,394,6,3,30,30,1,False
23600,22.081218274111674,394,1,4,40,10,2,True
23600,36.54822335025381,394,3,5,50,20,6,True
23600,36.54822335025381,394,3,6,50,20,10,True
23600,48.223350253807105,394,4,7,50,40,0,False
23550,58.629441624365484,394,4,2,40,30,6,False
23550,38.07106598984771,394,2,4,30,20,10,True
23550,48.223350253807105,394,4,5,40,40,4,False
23550,47.71573604060914,394,6,10,50,40,6,False
23500,36.80203045685279,394,3,3,20,20,8,True
23500,59.64467005076142,394,1,6,30,30,2,False
23500,47.71573604060914,394,2,9,30,40,2,False
23500,58.629441624365484,394,2,9,40,30,5,False
23450,47.46192893401015,394,2,1,20,40,2,False
23450,58.88324873096447,394,5,3,10,30,3,False
23450,51.52284263959391,394,6,6,10,30,7,True
23450,59.64467005076142,394,1,6,30,30,0,False
23450,41.62436548223351,394,3,7,30,50,8,False
23400,70.81218274111674,394,6,1,20,20,1,False
23400,47.46192893401015,394,2,2,20,40,8,False
23400,48.223350253807105,394,4,4,40,40,9,False
23400,37.81725888324873,394,2,4,50,20,7,True
23400,21.573604060913706,394,3,5,10,10,10,True
23400,48.73096446700508,394,5,6,10,40,9,False
23400,69.54314720812182,394,5,7,50,50,7,True
23400,22.081218274111674,394,1,9,10,10,7,True
23400,58.37563451776649,394,2,9,20,30,1,False
23350,57.868020304568525,394,6,1,50,30,0,False
23350,50.50761421319797,394,5,4,30,30,6,True
23350,51.52284263959391,394,6,6,10,30,8,True
23350,40.609137055837564,394,0,8,40,50,8,False
23350,21.573604060913706,394,0,9,30,10,6,True
23300,21.82741116751269,394,5,1,10,10,1,True
23300,22.081218274111674,394,1,1,30,10,10,True
23300,47.46192893401015,394,2,2,30,40,9,False
23300,51.01522842639594,394,2,4,10,30,1,True
23300,37.81725888324873,394,5,4,50,20,2,True
23300,48.223350253807105,394,4,6,40,40,10,False
23300,36.54822335025381,394,3,9,20,20,5,True
23300,21.82741116751269,394,5,10,20,10,4,True
23300,49.746192893401016,394,1,10,20,30,10,True
23250,22.081218274111674,394,1,1,20,10,10,True
23250,38.83248730964467,394,2,1,30,50,0,False
23250,21.82741116751269,394,5,5,20,10,5,True
23250,51.52284263959391,394,6,6,10,30,6,True
23250,72.84263959390863,394,0,7,20,20,5,False
23200,39.340101522842644,394,2,1,50,50,1,False
23200,71.57360406091371,394,5,3,30,20,5,False
23200,39.847715736040605,394,4,4,40,50,9,False
23200,22.33502538071066,394,6,7,10,10,4,True
23200,22.33502538071066,394,6,7,20,10,4,True
23200,21.31979695431472,394,3,9,30,10,2,True
23200,36.54822335025381,394,0,9,50,20,3,True
23150,58.37563451776649,394,4,2,40,30,1,False
23150,47.71573604060914,394,2,2,40,40,10,False
23150,47.46192893401015,394,6,3,30,40,2,False
23150,41.11675126903553,394,1,5,10,50,9,False
23150,21.573604060913706,394,3,5,20,10,10,True
23150,48.223350253807105,394,4,5,50,40,4,False
23100,58.37563451776649,394,2,1,30,30,9,False
23100,47.71573604060914,394,2,1,50,40,4,False
23100,57.868020304568525,394,6,2,20,30,3,False
23100,47.46192893401015,394,6,3,10,40,4,False
23100,36.54822335025381,394,0,4,40,20,2,True
23100,22.081218274111674,394,1,9,20,10,8,True
23100,36.29441624365482,394,3,9,30,20,2,True
23050,38.83248730964467,394,6,1,20,50,0,False
23050,47.46192893401015,394,2,2,10,40,9,False
23050,21.31979695431472,394,0,6,10,10,0,True
23050,36.54822335025381,394,0,6,50,20,4,True
23050,69.54314720812182,394,5,8,40,50,5,True
23000,36.54822335025381,394,0,4,50,20,7,True
23000,71.57360406091371,394,1,5,50,20,0,False
22950,21.82741116751269,394,2,2,50,10,1,True
22950,21.82741116751269,394,2,2,50,10,4,True
22950,22.33502538071066,394,6,5,20,10,6,True
22950,87.81725888324873,394,0,7,10,10,7,False
22950,22.33502538071066,394,6,7,40,10,4,True
22950,38.83248730964467,394,6,10,10,50,4,False
22900,38.83248730964467,394,2,2,20,50,4,False
22900,58.629441624365484,394,2,6,50,30,4,False
22850,71.31979695431471,394,4,2,20,20,1,False
22850,21.82741116751269,394,2,2,40,10,1,True
22850,58.121827411167516,394,4,5,30,30,9,False
22850,39.59390862944163,394,4,7,50,50,0,False
22850,70.81218274111674,394,6,8,10,20,0,False
22850,22.081218274111674,394,1,9,30,10,8,True
22800,58.629441624365484,394,5,3,30,30,3,False
22800,38.83248730964467,394,6,4,10,50,4,False
22800,51.52284263959391,394,6,5,10,30,9,True
22800,71.8274111675127,394,1,5,20,20,1,False
22800,49.49238578680203,394,1,5,20,40,6,False
22800,72.84263959390863,394,0,7,20,20,2,False
22800,58.37563451776649,394,2,9,20,30,2,False
22800,36.54822335025381,394,0,9,40,20,7,True
22750,37.56345177664975,394,5,4,50,20,1,True
22750,39.847715736040605,394,4,6,30,50,8,False
22750,58.629441624365484,394,2,9,40,30,6,False
22750,21.82741116751269,394,5,10,20,10,2,True
22750,50.0,394,1,10,40,30,10,True
22700,21.82741116751269,394,5,2,50,10,7,True
22700,58.88324873096447,394,5,3,10,30,4,False
22700,21.82741116751269,394,4,4,10,10,7,True
22700,36.54822335025381,394,0,4,50,20,8,True
22700,58.121827411167516,394,4,5,30,30,10,False
22700,50.0,394,3,7,20,40,8,False
22700,21.31979695431472,394,3,9,10,10,5,True
22700,21.31979695431472,394,3,9,30,10,5,True
22700,41.62436548223351,394,3,9,40,50,6,False
22700,50.25380710659898,394,3,9,50,40,9,False
22650,70.81218274111674,394,6,1,20,20,4,False
22650,38.83248730964467,394,2,1,30,50,5,False
22650,49.49238578680203,394,0,4,20,40,2,False
22650,21.31979695431472,394,0,4,50,10,0,True
22650,21.82741116751269,394,5,4,50,10,7,True
22650,21.31979695431472,394,3,5,40,10,10,True
22600,37.81725888324873,394,2,5,20,20,4,True
22600,60.15228426395939,394,3,7,30,30,4,False
22600,70.81218274111674,394,6,8,10,20,1,False
22600,47.46192893401015,394,2,9,30,40,5,False
22550,57.868020304568525,394,6,1,20,30,0,False
22550,47.46192893401015,394,2,1,20,40,0,False
22550,38.83248730964467,394,2,2,10,50,3,False
22550,37.81725888324873,394,2,4,20,20,4,True
22550,61.6751269035533,394,6,6,10,40,1,True
22550,51.26903553299492,394,6,6,20,30,0,True
22550,60.40609137055838,394,3,7,50,30,6,False
22550,69.54314720812182,394,5,8,50,50,8,True
22550,47.46192893401015,394,6,10,10,40,1,False
22550,21.82741116751269,394,5,10,40,10,7,True
22500,37.81725888324873,394,2,2,20,20,0,True
